51,1,1
40,2,3
31,2,5
47,1,4
37,2,3
46,2,4
55,2,3
56,2,5
31,2,3
45,2,5
38,1,2
48,2,1
43,2,5
61,1,3
56,2,4
64,2,1
41,2,3
43,2,5
30,2,4
56,2,3
49,2,4
45,1,3
55,2,5
48,2,3
28,1,5
60,2,2
33,2,1
51,2,5
57,2,3
40,1,4
43,2,1
37,2,3
42,2,5
50,1,4
29,1,3
44,2,4
37,2,3
35,2,5
47,1,3
33,2,5
49,2,2
32,1,1
31,2,5
44,2,3
57,2,4
31,1,1
30,2,3
53,2,5
33,1,4
21,2,3
